id,text,Negative,Neutral,Positive,Uncivil
137,Don’t be so agitated,1,0,0,0
153,"Feel free do whatever you see fit, I'm off to other things, good luck & sorry for the noise.",1,0,0,0
641,Stop nit-picking things that are not fully specified.,1,0,0,0
503,Let's just say that it is distasteful.,1,0,0,0
471,It seems here that Microsoft is taking an active approach to kill VB actively (as opposed to passive approach - just let it die by abandoning it). :-(,1,0,0,0
1086,It's sad that I have to use such a long winded approach to try and defend its future and get certain parts of Microsoft to cooperate with other parts.,1,0,0,0
1205,"If you're just going to hack around with low level packets, then just use netty and don't bother us when things break.",1,0,0,0
617,So there's nothing concrete that's being done yet?,1,0,0,0
816,"The lack of communication on one of, if not the most requested feature of the last 3-4 years is not something to appreciate.",1,0,0,0
888,"And the worst part is that I feel helpless to improve the situation. I vote, I campaign, I phone bank, I donate, I protest, I write to officials, I try to inform others... and yet things just keep getting worse and worse.",1,0,0,0
2,"I have real project with Angular, and the only thing i get while developing - is the hurting. Tons of hurt i get.",1,0,0,0
341,I am afraid this is not how most open source maintainers respond in a community.,1,0,0,0
662,"Honestly, this issue made me re-consider of cross-platform frameworks being owned by the same company (Google here) will be supported at best, and ignoring quality metrics delivery on other platforms (iOS).",1,0,0,0
1073,work with your security teams to get the uploader qualified by at least the major vendors,1,0,0,0
707,I feel like I've seen you troll (that's what your comments amount to really) other GitHub projects also but I won't bother to check. Life is too short 👋🏻,1,0,0,0
691,"To be honest, this entire thread so far makes me far less inclined to introduce a dependency on the enterprise project.",1,0,0,0
420,"If you do bother to read those discussions as I asked you to, you will hopefully see how much of my personal time and effort I have spent on submitting the issue, and explaining things that Microsoft's own software engineers should have known better than me.",1,0,0,0
271,It is very disappointed,1,0,0,0
865,Close this issue,1,0,0,0
987,Have patience,1,0,0,0
460,My offers of assistance seem to not be welcome,1,0,0,0
389,"I don't disagree with that, but there seems to be great resistance to even acknowlege that the behaviour has changed at some point, and that it doesn't seem correct, from a users point of view, that selecting **Always keep TABs** means **Always keep TABs except sometimes they will be changed to spaces**",1,0,0,0
633,"That I appreciate and I read all your 'long writings', answering everything: no way, but when I answer properly you don't understand my answer and concludes that I am being dismissive.",1,0,0,0
980,"if you're unhappy with how the console is performing, go ahead and switch back to legacy mode.",1,0,0,0
894,Adding your political beliefs to your licensing is petty. The irony is that this very project is hosted on a resource owned by Microsoft...,1,0,0,0
1297,At the same time I must mention one thing: **you will not succeed on your own**.,1,0,0,0
864,A company that does not understand the need of a full doc do not will offer a serious support in the long time,1,0,0,0
909,"Respectfully, given the conflict of interest between your role as a maintainer and your role as a Microsoft employee, I think you should have sat out of that decision.",1,0,0,0
1208,I don't appreciate you basically calling me an idiot in all caps when you didn't bother to even consider that maybe I had a good reason for doing it the way I did.,1,0,0,0
146,I probably shouldn't make any more PR as they will fail.,1,0,0,0
557,"We're having a real problem with this because ESLint ignores the .eslintrc.json file (due to some other bug in ESLint), and it breaks the build.",1,0,0,0
1028,"Sorry if this issue seems a bit salty, but it's really annoying",1,0,0,0
579,"So instead of having a discussion and providing a counter example or presenting **any** reasoning why something would not be implemented, you are just discouraging people from helping _fastlane_...",1,0,0,0
606,"I wish it was paid so we would not get the “it’s free, whatever you get be happy” response.",1,0,0,0
395,"it is clear that you enjoy imposing your way on others given your ""ban on tabs"" which you mentioned above.",1,0,0,0
4,when you deal with real big scale project - the hurt is the only thing you get.,1,0,0,0
1206,"I understand that it won't be accepted, I'm not contesting that.",1,0,0,0
262,This is the second or third time I've been screwed over by Microsoft's shitty installation practices.,1,0,0,0
1029,Unfortunately I am going to have to abandon it until this issue is fixed because I'm losing a lot of time and work every other week when an update is pushed and my long-running processes are lost.,1,0,0,0
1084,"This mistake is still haunting us years later, unfortunately.",1,0,0,0
562,"Just wanted to chime in and say I strongly feel the same way - it would be at least good to get a ""hey we won't be considering this"".",1,0,0,0
768,"Listen to his comment and stop suggesting this crudely thought-up bandaid of a ""fix"".",1,0,0,0
10,"Grow up, get your sh*t together and stop spamming.",1,0,0,0
571,"Don't let word game anesthetize us, If everyone pays attention, discrimination will slowly disappear, but if we pretend that it has disappeared now, it may exist forever, The more one tries to hide, the more one is exposed.",1,0,0,0
729,stop wasting our time.,1,0,0,0
204,It's quite sad that not all of the interested parties were invited to the table.,1,0,0,0
1263,it is sad how fast you were to say Salt is all wrong and how protective you fet about OMV.,1,0,0,0
469,"If the idea of putting it in the Options window is rejected, then I'm trying to brainstorm an alternative solution",1,0,0,0
344,MauiKit whether you want to hear it or not has no fundamentals of what I as an Open Source Author and Maintainer would consider signs of a healthy project.,1,0,0,0
336,"bro I am an Open Source author and maintainer so don't try lecturing me about being against ""off-putting towards the open-source community""",1,0,0,0
1320,I encourage everyone to report this package to npm as its breaking their rules and harmful for npm ecosystem and its atacking users computer.,1,0,0,0
510,I didn't really think about it too much.  I was just trying to keep things peaceful here.,1,0,0,0
1353,"make sure that even if using `vh`/`vw` etc, that there's a component for font sizing tied to something else like `px`/`rem`/`em`.",1,0,0,0
1088,Just because you have the power to do so doesn't make that choice right either.,1,0,0,0
1245,It was frustrating to see my point be misinterpreted as something else.,1,0,0,0
149,I'm sorry I don't have much time for other things beside work and family.,1,0,0,0
692,will have to move to a real open source tool like JMeter instead of gatling.  Sad.,1,0,0,0
1149,bring the hat back,1,0,0,0
1311,"I don't want to have to view advertisements in my CI logs, and I hate what this would mean if other packages started doing this.",1,0,0,0
1155,add a Satan Hat!,1,0,0,0
1286,The project needs lifesaving measures as it's community is dissatisfied enough to be discussing forks.,1,0,0,0
883,that is painful 💔,1,0,0,0
1323,"Jesus, I wish you guys STFU and get back to work instead.",1,0,0,0
845,but it's wrong to blame the maintainers for this.,1,0,0,0
122,grow some thicker skin and calm down.,1,0,0,0
887,fork lerna and do it yourself.,1,0,0,0
574,I honestly don't follow any more,1,0,0,0
280,"And the explanation and reasoning is exist but that doesn't mean it must always be acceptable or even reasonable, or even corrected.",1,0,0,0
1133,Bring back the Santa's hat!,1,0,0,0
87,"So this means the whole framework is unpolished, untested and lazy coded.",1,0,0,0
591,"Seriously, have I done something to you?",1,0,0,0
681,"To be fair, @jeremylt, the 300hrs estimate was quite demotivating for me when I started.",1,0,0,0
811,what a waste of time.,1,0,0,0
1052,Just be decent and follow the community's rules.,1,0,0,0
637,You equate me not having much experience with JSX and me not knowing how it works at all?,1,0,0,0
482,It would be a great loss for the .NET community if you'd stop contributing.,1,0,0,0
755,Starting a reply with “the conversation is already over” is not okay.,1,0,0,0
1299,In that regard I find it highly confusing - and disrespectful imho - that you chose to ignore all suggestions to delegate power to trusted contributors who would like to help you to maintain SUI 2.x.,1,0,0,0
502,"I did not contribute to get praise, I only contributed for the fun of it. And it stops being fun if I have to deal with nonsense.",1,0,0,0
255,"If I sound hostile, it because I am kindly sharing the user hostility you're unleashing on developers trying to get work done.",1,0,0,0
544,Keep it professional or I won't hesitate to ban you from interacting with this repository.,1,0,0,0
211,"I'm willing to give it another look if things change, but I can't use something if it doesn't support the systems I deploy on.",1,0,0,0
1110,"The removal of the santa hat, and kowtowing to a fake user, is incredibly offensive to me.",1,0,0,0
431,"You'd see things very differently if on some lines of your code, your spaces were constantly being replaced by tabs.",1,0,0,0
947,"If you want better software, delete all these malwares.",1,0,0,0
1244,It's also been frustrating to be treated as a troll when I was called entitled but responded with a compliment.,1,0,0,0
327,I hope this is not Microsoft's general attitude towards open source projects these days...,1,0,0,0
80,If they make fool of me it's not my fault,1,0,0,0
1327,there is a lot of politics behind all these huge software/hardware infrastructures... :-(,1,0,0,0
699,"Follow the steps and put this script tag in the head tag. I'm not sure what else Yandex needs, but this is generally how google adsense works.",1,0,0,0
1347,"(yeah, the syntax looks like some sort of incantations or something ;-))",0,1,0,0
208,"Frankly, it is confusing and frustrating that some projects at google choose to embrace the open source ecosystem in its entirety, (golang comes to mind, supporting quite a few hardware archs on several of the BSD's), while dart seems to want to limit itself.",0,1,0,0
563,"Just wanted to chime in and say I strongly feel the same way - it would be at least good to get a ""hey we won't be considering this"".",0,1,0,0
823,"I think it really has to do with time of day, traffic, alignment of the planets, etc.",0,1,0,0
1340,more people have asked me private for a fix today,0,1,0,0
629,"Wow, could have written a blog post xD",0,1,0,0
709,Life is too short 👋🏻,0,1,0,0
745,"Well, I'm sorry for having been slightly edgy due to the total irrelevance of that statement with which he accompanies the news that he unblocked me.",0,1,0,0
795,"Instead, when are you going to add REAL support for streaming??",0,1,0,0
404,"If i've missed any points, i apologize.",0,1,0,0
372,"Finally, I'd appreciate if there was some workaround for this spaces instead of tabs issue, it's driving me nuts.",0,1,0,0
1298,In that regard I find it highly confusing - and disrespectful imho - that you chose to ignore all suggestions to delegate power to trusted contributors who would like to help you to maintain SUI 2.x.,0,1,0,0
566,"@-ing from the react team to get some 👀 on this? Seems to be quite a lot of interest, but not a single issue on this topic has received a comment from a maintainer in 5 months.",0,1,0,0
735,I'm very sorry if this will cause you to leave Godot.,0,1,0,0
305,You can squint and imagine a merged feature that serves all the scenarios.,0,1,0,0
798,"I'm almost 40, and I bet I'm gonna die BEFORE you even get the idea to implement all of this!!! Pfffff................😭😭😭💔💔",0,1,0,0
1089,"Make up your mind, updater... 😁",0,1,0,0
1357,"This feature should not be default, this should remain optional until all supported browsers handle it.",0,1,0,0
747,"Alex, sorry, I had gathered that you're recognized as the principle Windows maintainer. I didn't mean to invent a title.",0,1,0,0
785,"I don't believe anything I've said could fairly be labeled mansplaining, but I am sorry that I was curt",0,1,0,0
856,I'd very much love to have native support for Coffeescript in much the same manner as Sass.,0,1,0,0
1300,PS: You will still be the captain ;),0,1,0,0
26,My hope is that the team gets back to productive boosting features as soon as the dirty plumbing is done. And no need for another major rewrite (Router4? 😱),0,1,0,0
1316,"I hope that there is a more reasonable way of asking for funding since this practice will encourage many other projects to do the same and it would be unfortunate for our terminal output logs to look like nascar advertisements after everyone starts doing the same thing, which starts looking like the [tragedy of the commons](https://en.wikipedia.org/wiki/Tragedy_of_the_commons).",0,1,0,0
507,I'm not sure what that difference might be.,0,1,0,0
57,I'm sorry to hear about your experience and I understand the sensitivity of your concern.,0,1,0,0
639,It would be great if aside from the current way of building widgets you could add JSX like capabilities.,0,1,0,0
1290,"I hope people keep that vision in mind, when considering the near-term goals like providing prompt feedback directly on GitHub discussions, quick resolution for user-contributed PRs, maintenance releases etc.",0,1,0,0
219,"somehow like the whole OpenSource-Idea, no? ;)",0,1,0,0
266,The grass isn't greener on the other side...,0,1,0,0
854,I would like to see the tags of collections included in site.tags.,0,1,0,0
861,I would love to see an offically supported page generator from data files.,0,1,0,0
1183,"In the end, would be nice if these errors were caught and the users were notified of the GUI of what actions might be needed.",0,1,0,0
1013,It'd be great if a future version of Windows Terminal baked this in by default across all shells - it's really useful to have,0,1,0,0
1122,I'm deeply sorry for my insensitivity.,0,1,0,0
788,"One must learn to pick his fights, so to speak. :)",0,1,0,0
855,build in support for content blocks and components,0,1,0,0
968,I also happened with such problem，it confused me for two days.,0,1,0,0
1342,Having the same problem here. Would really appreciate a fix,0,1,0,0
822,It would be helpful if you could benchmark this with curl for reference.,0,1,0,0
748,"My sincere apologies.  I was in the wrong, and I've done you harm.  I'm sorry.",0,1,0,0
1259,"i wish Salt guys put the comments inside this source, listing all the bugs related to this module.",0,1,0,0
1246,"I'm sorry if you felt your concern wasn't taken into consideration, I think it's simply because you believe, as you said, ""making future decisions based on trust is a mistake"", while other people may not (I don't).",0,1,0,0
295,The reasoning of the rejected are not understandable.,0,1,0,0
693,We are really sorry to hear this.,0,1,0,0
846,"As a consumer of your product, I expect it to work as advertised",0,1,0,0
1331,This is not Twitter or your Facebook wall... :-),0,1,0,0
859,I would like to see an automated tool like Webpack integrated into Jekyll to handle Sass and Javascript.,0,1,0,0
917,I'm sorry my fuckups have caused you pain.,0,1,0,0
1014,"Coming from Linux, it was confusing to ctrl-v in vim and see my last pasta.",0,1,0,0
438,I apologize in advance for the offtopic,0,1,0,0
1348,"Sorry, nevermind. I made a mess out of it :D. My config was not in order,",0,1,0,0
818,This would really help modularizing our code,0,1,0,0
532,"We have a strong need to run .NET/WCF on Linux, so please add this to the road map!",0,1,0,0
952,"Lose more games than the Jets and act like you are a team full of Tom
Bradys.",0,1,0,0
203,"Can someone give me some guidance on what to look for (thread implementation, etc..) if any of the failed tests are unexpected failures?",0,1,0,0
857,"it would be great to have more interactions with github, like pulling profile information (contributions, avatar, ), releases data - and convert it for proper publication.",0,1,0,0
1356,I am confused because I add this `mixins` to as own which should not effect any updates from Bootstrap.,0,1,0,0
23,"So, sorry I don't have small debate points and I don't blame you for having your point of view.",0,1,0,0
1343,"We would appreciate a python 32bit fix, some distros install python 32 bit by default and there's no way around it",0,1,0,0
136,Please use the 👍  button to let the maintainers know you need this feature. Getting a ton of emails from these +1s.,0,1,0,0
1008,It would be nice to have shift+insert or Ctrl+shift+insert to have a linux like feeling or ctrl+shift+c and ctrl+shift+v like powershell does,0,1,0,0
62,"I tilted my head in confusion when I read ""ugly racial slur"", because none came to mind.",0,1,0,0
853,I would like to see [reading metadata in separate files],0,1,0,0
1032,Just having automatic updates install upon next launch would be a perfectly fine behavior,0,1,0,0
1328,"By ""soon"", do you mean before ______? ( _insert funny sarcasm here_ ).",0,1,0,0
1307,"I didn't mean to suggest that anyone disagreeing was acting as part of a mob. It was meant to apply specifically to those people treating a github issue like it's a place for trolling, nasty comments, etc. My apologies if it came off that way.",0,1,0,0
1338,A lot of my clients asking for this too. would appreciate a fix,0,1,0,0
371,I'd like to voice my displeasure towards two trends going on in Visual Studio editor since VS 2015,0,1,0,0
667,I was super confused trying to solve this as well and I've even been exposed to .map() and higher order functions previously.,0,1,0,0
375,"Come on people, this is not rocket science, it's a text editor for $(Deity)'s sake!",0,1,0,0
844,"So our apologies if some things take too long, or don't end up happening",0,1,0,0
1341,a few people have been asking me today about pip install 32 bit tensorflow support.,0,1,0,0
849,it would be great if there was a built-in way to paginate a list Jekyll collection items on a page.,0,1,0,0
1247,"I don’t think this achieves the goal of improving the experience for beginners, it just makes it confusing (“why are there two package managers that are compatible with one another?”)",0,1,0,0
1248,It also makes node.js look confused: why should a distribution ship with two COMPETING package managers?,0,1,0,0
531,"Having WCF on .Net core is not only desirable, it is essential.",0,1,0,0
602,I am really sorry if I break any rules.,0,1,0,0
621,Sorry if I sound defensive or aggressive. :-),0,1,0,0
1333,Using GPU acceleration locally on my MacBook Pro or future iMac Pro would be awesome.,0,1,0,0
296,And I still don't understand why you try to push us into a chat channel that could have random topic float around together all the times and idea would be scattered while discussing here is on the problem itself and categorized on the topic,0,1,0,0
1329,"I do hope they are working on a hip backend, not a full fork. That would be sad and only split the working effort.",0,1,0,0
875,"If you feel disrespect on ""nasty"", I apologize.",0,1,0,0
794,I'm sorry for any distress this experience has caused you.,0,1,0,0
154,"Feel free do whatever you see fit, I'm off to other things, good luck & sorry for the noise.",0,1,0,0
642,"And if, by chance, he was being sincere, then I apologize for my snideness",0,1,0,0
1163,"Assuming he was trolling: troll successful, gg",0,1,0,0
513,Don't forget about those instagals! :dancer:,0,1,0,0
852,would like to see Nested Collections.,0,1,0,0
769,it seems you're a little too caffeinated here :,0,1,0,0
1295,"I love you Jack, for making SUI. I just hope you dont get crazy <3",0,1,0,0
1044,Wondering if Terminal users are mentally prepared to such amount of social activity in their lives.. switching from 0 social life to this directly might be... overwhelming 😄,0,1,0,0
385,"it may be what you want, but it may be wrong for other users complaining about something similar.",0,0,1,0
381,I'm happy to clarify any of my points.,0,0,1,0
903,I know this wasn't your intention,0,0,1,0
508,Mike you are a valued JIT contributor,0,0,1,0
213,I'm also having huge issues with building NSPR similarly to what was reported in comment #&#173;7 over an year ago.,0,0,1,0
138,For best outcome please consider writing your messages mindfully and calmly explaining both your problem and what is the suggested resolution or expectation for it.,0,0,1,0
370,"Are there really users that like to keep tabs only on specific parts, like indent?",0,0,1,0
1061,Lots of people here manage to be constructive and positive and I'd appreciate your effort in not starting fights with us or other contributors.,0,0,1,0
977,"Thank goodness for progress, and @randomascii, for his incredibly helpful blog posts on analysing the data.",0,0,1,0
1354,"This is really slick. One of my pet peeves is that I always want fonts on my phone to be bigger, not smaller. I like the limits placed here on the sample site, they seem reasonable and I like that there's a variable for setting the minimum. Well done.",0,0,1,0
863,Wow!! That's an awesome idea!!!,0,0,1,0
202,I would like to help .. just don't think I have the needed skills.,0,0,1,0
552,I understand you're upset and this rule is causing problems for you.,0,0,1,0
481,I honestly believe that his harsh remarks were not intentional.,0,0,1,0
548,Keep up the great work.,0,0,1,0
665,I'd say go for it!  Making these types of changes was how I got started.  It's great experience!,0,0,1,0
509,I didn't really think about it too much.,0,0,1,0
1349,I’m not a Webpack guru myself,0,0,1,0
1007,"I shouldn't have even posted the above, but I couldn't resist throwing my two cents in - sorry!",0,0,1,0
51,"It also makes clear that, as a community, we do care about how welcome people feel and our issue is not with the _intent_ of the original post (to be more inclusive and thoughtful), but rather the execution.",0,0,1,0
983,BTW - MANY thanks for capturing traces - they've been ENORMOUSLY helpful!,0,0,1,0
467,"If that changes in the future, let me know.",0,0,1,0
382,If you'd like another venue to discuss things (perhaps in realtime) I'm also happy to use gitter or discord to continue the discussion :),0,0,1,0
406,I totally get that that can be frustrating.,0,0,1,0
436,"I don't disagree with that,",0,0,1,0
1355,"Never thought I would merge this myself, thanks a lot Bootstrap community ❤️",0,0,1,0
200,"I don't know anything about gclient or gyp, and I didn't see any documentation in the repo to lead me in the right direction (except the README, which tells me I should be looking in tools/).",0,0,1,0
52,"this seems to boil down to ""what percentage of the community/potential community might interpret `ng` as a slur.""",0,0,1,0
374,Shouldn't the above satisfy everyone involved?,0,0,1,0
59,It was never our intention,0,0,1,0
440,I'm anxiously awaiting.,0,0,1,0
1346,Really nice explanations @IdanCo :+1:,0,0,1,0
984,I'm always glad to hear when my blog posts are useful.,0,0,1,0
178,"I'm not experienced that, but I'll use it for a while to see what happens.",0,0,1,0
555,I've found that it helps to clearly describe the problem I'm encountering and propose some solutions or ask questions to understand the problem space better.,0,0,1,0
172,"Can you give indications on where the changes should happen and other
indications?",0,0,1,0
145,"while I fully understand your reasoning, this is detrimental to people learning how to use Ansible.",0,0,1,0
407,"A group of people (that you are not a part of) is having their needs met, while yours are not.",0,0,1,0
885,Could you show me how to resolve this issue please?,0,0,1,0
379,"Maybe that is somehow my fault because English is not my primary language and what I wrote is hard to understand, but in all honesty I am not sure what are you arguing for (or against).",0,0,1,0
851,"I want to just say that I love Jekyll, I'm now using it on a lot of my web builds.",0,0,1,0
133,"If there's another way for this to work, I'm open to alternate ideas, but I think conditionally playbook imports would be generically useful.",0,0,1,0
201,I'm afraid that without guidance/help I won't be able to move far with the port.,0,0,1,0
409,"Again, I'm happy to help clarify any of my statements, or address any points i may have missed.",0,0,1,0
821,Thank you @danieldreier – epic update and the transparency is appreciated!,0,0,1,0
695,"We're glad to have you here, and value you using Gatsby",0,0,1,0
528,Service Bus binding of WCF is absolutely amazing for building push based reactive applications,0,0,1,0
60,we will be very mindful of this problem when creating future APIs,0,0,1,0
468,Still happy to help you out here to reach a resolution you would like! :),0,0,1,0
1350,"Well done, @IdanCo ! It worked nicely for me. Thanks!",0,0,1,0
479,While your contributions are clearly valuable,0,0,1,0
173,I am a bit lost in the source code,0,0,1,0
486,I can very much relate to that.,0,0,1,0
342,"That's not because others really love .NET, but because they try to stay constructive here.",0,0,1,0
572,"I worry about the racial discrimination have happened in US from long time ago to recent as a human being, while I also insist to regard `blacklist, whitelist, blackbox testing, whitebox testing, master, slave, etc` to be neutral nouns in `IT area` as a software engineer.",0,0,1,0
1273,I will be highly appreciated any useful advice.,0,0,1,0
645,I was finding this conversation very useful in teaching me what the reasoning behind the request was.,0,0,1,0
182,"If I'm misunderstanding what is being requested here, please let me know.",0,0,1,0
61,"We the Angular team, strongly believe in building an inclusive community where everyone feels welcome, and we see how especially ng-repeat could be problematic in certain scenarios.",0,0,1,0
53,bolster their suggestion by providing more examples or reasons why the interpretation the girl had is actually generally applicable.,0,0,1,0
1045,"It's a fun-take and I wanted to upvote it for the fun part, but then I thought it may send the wrong message so I had to downvote it, just to not confuse newcomers. ;)",0,0,1,0
22,"I read you... I am a Software Engineer, I am that senior level guy you speak of... I have cried out Angular pains in the past.",0,0,1,0
439,Did you dislike the idea of solving it via a tickable option in the Options window?,0,0,1,0
975,"thank you, and Microsoft, for making it so easy to both gather and look at perf recordings. It is a game changer for me!",0,0,1,0
45,"I believe that, in this case, ""inclusive"" means ~""how welcome someone ***feels*** in the angular community."" The poster is _telling us_ that, in at least one case, someone doesn't feel like the angular community is inclusive.",0,0,1,0
435,Nice proposal to add an extra option.,0,0,1,0
817,Thanks for the great tool btw ;),0,0,1,0
622,This is a topic that's come up several times but I've never had someone willing to actually argue the case before so I'm finding this conversation very useful in teaching me what the reasoning behind the request is.,0,0,1,0
55,"Because of this, this issue strikes me as providing valuable feedback and I would encourage people to surface similar experiences that they may have had.",0,0,1,0
582,"Then I quickly deleted it, as I recognized that it was not a helpful reaction and wouldn't help advance the conversation.",0,0,1,0
976,Thank goodness for progress ;),0,0,1,0
229,"If you want to give us feedback on the pricing and explain your situation, this is not the right place to do that.",0,0,1,0
967,"I understand you're frustrated, but having a positive attitude, even when you're stressed out or frustrated speaks volumes to others who are genuinely trying to help.",0,0,1,0
1262,"See... i know very little about Linux and nothing about Python, so i was googling everything i could think of :-)",0,0,1,0
1018,"when I say “stop with ...” I really mean that _we’re the ones responsible, at the end of the day._ Sorry about that, it sounded bad on a re-read.",0,0,1,0
1283,"@MartinLion has spirit of learning, I praise that.",0,0,1,0
506,But we need to be careful that we don't use valuable contributions as a currency to offset disrespectful behavior.,0,0,1,0
1236,"Which is a very interesting example, thanks for bringing that up.",0,0,1,0
978,Learned so much from him!,0,0,1,0
88,It is important that we work constructively to solve our problems and not resort to insults.,0,0,1,0
644,"The point being, we haven't made any decisions yet, and are very open to learning what needs to be done based on all these discussions and experiments.",0,0,1,0
533,wcf provides the best tools for building enterprise applications.,0,0,1,0
534,Bringing the power of wcf to other platforms would be huge.,0,0,1,0
56,I'm sorry to hear about your experience and I understand the sensitivity of your concern.,0,0,1,0
587,"Anyway, it is nice to know now that you have realized it was a bad move and deleted the comment.",0,0,1,0
